session,student_id,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
2,85, Properties,5656,0,0,48,0,1326,22
2,85, Study,24453595,0,0,153,0,7861,0
2,85, TextEditor,364255786,0,0,827,0,39763,3681
2,86, Aulaweb,8930,0,0,48,0,1136,0
2,86, Blank,287348,0,0,253,47,6450,0
2,86, Deeds,41060003,0,0,2011,380,48523,30
2,86, Diagram,1157681,0,0,182,0,6031,0
2,86, Other,543628,0,0,77,6,2545,12
2,86, Properties,173,0,0,64,0,1318,0
2,86, Study,49346697,0,0,259,0,10045,22
2,86, TextEditor,179074885,0,0,1163,3,37291,5949
2,87, Aulaweb,101723,11,0,84,2,5464,0
2,87, Blank,576946,2,0,80,7,4314,0
2,87, Deeds,117886494,80,0,1820,378,97770,126
2,87, Diagram,1187751,0,0,143,0,9151,0
2,87, Other,99843,57,0,129,6,7854,296
2,87, Properties,95,0,0,33,0,1324,0
2,87, Study,39463142,537,0,309,0,39947,56
2,87, TextEditor,678173707,873,0,678,3,58959,3852
2,88, Aulaweb,93263,16,0,46,0,2894,0
2,88, Blank,624136,0,0,72,9,3750,8
2,88, Deeds,205113074,34,0,1727,248,82785,172
2,88, Diagram,91121,0,0,100,0,6030,0
2,88, Other,212965,25,0,147,2,8651,118
2,88, Properties,1798,0,0,39,0,1480,0
2,88, Study,26469769,136,0,171,0,31919,0
2,88, TextEditor,94393147,1026,0,868,1,84564,3062
2,90, Aulaweb,11575,34,10,46,1,2755,0
2,90, Blank,1120299,4,0,103,7,6357,4
2,90, Deeds,46101015,292,0,979,4,69051,337
2,90, Diagram,1581779,0,0,100,2,6050,0
2,90, Other,54710,80,0,235,5,11788,57
2,90, Properties,156,0,0,20,0,937,2
2,90, Study,62922310,832,14,315,1,40492,139
2,90, TextEditor,569779041,2359,0,1112,34,75187,3819
2,91, Aulaweb,19753,10,0,17,0,2131,0
2,91, Blank,2708186,1,0,149,2,7079,0
2,91, Deeds,135414008,92,2,1467,266,97443,213
2,91, Diagram,739487,0,0,137,0,10416,0
2,91, Other,568917,27,0,302,24,17497,243
2,91, Properties,531,0,0,19,0,748,0
2,91, Study,44809835,124,0,125,0,11145,0
2,91, TextEditor,391854756,1939,0,1030,0,80258,3618
2,92, Aulaweb,3861790,0,0,65,2,3420,0
2,92, Blank,11932,0,0,40,0,809,0
2,92, Deeds,251475956,0,0,1525,30,50179,254
2,92, Diagram,31789230,0,0,449,0,14183,10
2,92, Other,3033905,0,0,232,14,6434,141
2,92, Properties,34364,0,0,85,0,2162,32
2,92, Study,15358119,0,0,180,0,8609,0
2,92, TextEditor,83306492,0,0,1022,44,30582,3283
2,93, Aulaweb,642775,1,0,18,0,2124,0
2,93, Blank,49547,0,0,115,0,8513,0
2,93, Deeds,86677821,20,0,1650,0,87467,896
2,93, Diagram,1181176,2,0,326,2,14276,4
2,93, Other,215123,1,0,152,0,10293,0
2,93, Properties,15,0,0,26,0,1141,1
2,93, Study,182990773,278,2,231,2,31290,8
2,93, TextEditor,151561786,573,4,516,0,65762,3583
2,94, Aulaweb,22399,32,0,48,0,2865,0
2,94, Blank,108708,0,0,154,0,6388,0
2,94, Deeds,103492145,21,0,1525,232,64710,112
2,94, Diagram,2392158,0,0,118,0,7067,0
2,94, Other,17447491,92,0,415,16,20166,58
2,94, Properties,63,0,0,21,0,578,0
2,94, Study,77861244,48,0,220,0,13839,4
2,94, TextEditor,141184814,1803,0,1628,42,69850,3298
2,95, Aulaweb,1009,2,0,49,0,2498,0
2,95, Blank,532898,4,0,165,2,7610,5
2,95, Deeds,31441279,144,0,2044,308,118595,23
2,95, Diagram,7247,0,0,117,2,6207,0
2,95, Other,863174,67,0,226,14,15112,25
2,95, Properties,20018,0,0,41,0,2192,0
2,95, Study,17595776,162,0,290,0,29051,0
2,95, TextEditor,151559417,2305,0,2768,110,150672,5354
2,96, Aulaweb,61747,1,0,43,0,2869,0
2,96, Blank,9112,1,0,67,41,3862,6
2,96, Deeds,61832573,37,0,1392,298,74880,130
2,96, Diagram,944180,0,0,109,0,5842,0
2,96, Other,370256,22,0,173,4,9212,66
2,96, Properties,107722,0,0,38,0,1677,0
2,96, Study,101854434,388,0,251,6,28726,0
2,96, TextEditor,114055741,1048,0,943,1,65467,1912
2,97, Aulaweb,1729076,0,0,44,0,2808,0
2,97, Blank,206028,0,0,136,0,5120,12
2,97, Deeds,206391633,1,0,1161,200,63977,72
2,97, Diagram,1721134,0,0,117,2,8147,0
2,97, Other,75089,0,0,194,4,9999,52
2,97, Properties,1345,0,0,38,0,2833,0
2,97, Study,83067379,0,0,193,0,13389,140
2,97, TextEditor,730530722,139,0,1585,14,73186,5664
2,98, Blank,12001,0,0,11,2,413,0
2,98, Deeds,192939289,0,0,446,0,19590,293
2,98, Diagram,17461,0,0,10,0,528,0
2,98, Other,936503,0,0,94,2,3681,26
2,98, Properties,204,0,0,6,0,187,0
2,98, TextEditor,704522590,4367,0,194,0,8607,1048
2,99, Aulaweb,58060,0,0,34,2,826,0
2,99, Blank,3430,0,0,63,0,1069,0
2,99, Deeds,247328416,0,0,2042,286,37100,31
2,99, Diagram,537291,0,0,81,0,2324,0
2,99, Other,157520,0,0,166,2,3508,62
2,99, Properties,3702,0,0,78,0,1196,0
2,99, Study,56030766,0,0,128,0,2860,12
2,99, TextEditor,280405156,0,0,802,0,18149,3056
2,100, Aulaweb,435372,21,0,35,0,1821,282
2,100, Blank,2094748,0,0,127,20,9014,2
2,100, Deeds,70956866,52,0,1553,286,65395,328
2,100, Diagram,1911016,0,0,171,0,9597,0
2,100, Other,1928570,49,0,308,6,13221,179
2,100, Properties,85847,0,0,87,0,3596,5
2,100, Study,50196442,213,0,224,0,24841,1
2,100, TextEditor,123912014,1117,0,1031,4,59348,2884
2,101, Aulaweb,348051,0,0,77,0,5423,0
2,101, Blank,38214,0,0,222,0,12423,0
2,101, Deeds,30974648,0,0,1633,316,113414,6
2,101, Diagram,9805,0,0,93,0,5928,0
2,101, Other,2024124,0,0,62,0,8651,16
2,101, Properties,33,0,0,34,0,1382,0
2,101, Study,11602697,0,0,176,0,20541,0
2,101, TextEditor,199308768,0,0,819,4,70958,2408
2,102, Aulaweb,9099,0,0,0,0,0,0
2,102, Blank,32547,0,0,0,0,0,0
2,102, Deeds,48035277,0,0,0,0,0,147
2,102, Diagram,42348,0,0,0,0,0,0
2,102, Other,231288,0,0,0,0,0,26
2,102, Properties,0,0,0,0,0,0,1
2,102, Study,39830462,0,0,2,0,51,0
2,102, TextEditor,169579497,0,0,0,0,0,3017
2,103, Aulaweb,41778,52,0,64,0,1836,0
2,103, Blank,11014,4,0,79,7,2249,0
2,103, Deeds,83156320,2,0,1626,200,38945,374
2,103, Diagram,3145933,0,0,292,6,7013,115
2,103, Other,239583,1,0,234,4,4338,125
2,103, Properties,32268,0,0,69,0,1549,0
2,103, Study,161358754,672,0,269,6,7064,454
2,103, TextEditor,535482141,1286,0,519,3,14681,4851
2,104, Aulaweb,292310,0,0,32,0,2308,0
2,104, Blank,77768,0,0,79,30,4365,5
2,104, Deeds,161245059,15,0,1759,21,71204,1237
2,104, Diagram,1376193,0,0,286,0,13250,55
2,104, Other,241945,38,0,268,2,9863,92
2,104, Properties,3774,0,0,41,1,2102,33
2,104, Study,229629087,92,0,108,0,22847,0
2,104, TextEditor,202163111,724,0,617,6,49987,2735
2,107, Aulaweb,8162837,121,0,81,0,7470,0
2,107, Blank,27688606,4,0,139,2,9401,0
2,107, Deeds,214036257,161,12,1746,24,116369,518
2,107, Diagram,5549197,23,0,173,0,15683,0
2,107, Other,5683776,44,0,460,18,32850,130
2,107, Properties,9535,0,0,20,0,1350,0
2,107, Study,522537155,810,2,220,2,35799,2
2,107, TextEditor,126792800,3758,2,1909,118,93945,5097
3,2, Aulaweb,118193,0,0,23,0,871,0
3,2, Blank,4592,0,0,53,0,3482,0
3,2, Deeds,98368396,39,0,1754,250,110261,142
3,2, Diagram,644524,1,0,101,0,4471,0
3,2, Other,153556,0,0,66,2,3329,76
3,2, Properties,0,0,0,16,0,492,0
3,2, Study,3670940,240,0,103,0,8200,0
3,2, TextEditor,524382883,1099,0,3546,54,134835,4731
3,3, Aulaweb,9702,0,0,35,0,1778,8
3,3, Blank,26088,0,0,165,2,2821,0
3,3, Deeds,25540920,0,0,1615,261,47075,156
3,3, Diagram,2559996,0,0,425,2,14525,6
3,3, Other,120997,0,0,154,0,5733,14
3,3, Properties,16,0,0,11,0,191,0
3,3, Study,18852631,0,0,107,0,4323,0
3,3, TextEditor,798271414,0,0,1492,3,90466,4693
3,4, Aulaweb,41889,0,0,65,0,1559,3
3,4, Blank,251237,10,0,136,5,3211,0
3,4, Deeds,156390206,56,0,1175,276,38279,79
3,4, Diagram,20833184,8,0,496,2,19147,66
3,4, Other,217217,1,0,161,4,2722,303
3,4, Properties,0,0,0,4,0,105,0
3,4, Study,3052822,430,0,171,0,5200,9
3,4, TextEditor,1468999528,2713,0,1698,1,44621,6234
3,5, Aulaweb,281017,44,0,33,4,5113,0
3,5, Blank,2299,3,0,83,59,7049,5
3,5, Deeds,37867813,103,0,1155,98,95978,228
3,5, Diagram,1585401,0,0,276,0,27026,30
3,5, Other,34343,0,0,162,16,12196,49
3,5, Properties,16,0,0,12,0,558,0
3,5, Study,10601027,180,0,91,0,16741,0
3,5, TextEditor,741545666,1742,0,1136,15,128305,7175
3,6, Aulaweb,314,1,0,22,2,1108,0
3,6, Blank,3808,0,0,248,14,9632,15
3,6, Deeds,27542063,94,0,1064,280,64807,6
3,6, Diagram,7044699,0,0,311,4,21330,0
3,6, Other,308037,0,0,192,0,9447,27
3,6, Properties,923,0,0,11,0,578,0
3,6, Study,45867237,331,0,151,0,19930,0
3,6, TextEditor,1371889870,4026,0,1915,14,114564,4128
3,7, Aulaweb,10824,37,0,36,2,2058,0
3,7, Blank,2156,0,0,17,0,559,0
3,7, Deeds,111151080,0,0,1386,378,55857,106
3,7, Diagram,3733557,0,0,479,6,17400,4
3,7, Other,37328,0,0,68,0,3081,52
3,7, Properties,45706,0,0,10,0,324,0
3,7, Study,5685671,7,0,94,0,4009,0
3,7, TextEditor,978008844,684,0,1756,4,76411,5049
3,8, Aulaweb,2860,6,0,24,0,1804,0
3,8, Blank,20548,0,0,39,49,4433,0
3,8, Deeds,174360549,319,0,1358,366,66942,38
3,8, Diagram,3684,0,0,91,0,4327,0
3,8, Other,11250956,4,0,38,0,2897,0
3,8, Properties,6950,1,0,10,0,1076,0
3,8, Study,3704121,117,0,68,0,5958,0
3,8, TextEditor,588276831,2087,0,2592,17,107534,3715
3,9, Aulaweb,29115,16,0,22,0,1436,0
3,9, Blank,249393,0,0,45,0,1848,0
3,9, Deeds,40167009,71,0,1667,387,79639,76
3,9, Diagram,14299729,16,0,684,10,28347,4
3,9, Other,39731,0,0,166,20,6869,0
3,9, Properties,77,0,0,25,1,1138,0
3,9, Study,2241313,180,0,102,0,7924,0
3,9, TextEditor,695009007,2801,0,1845,0,87897,5093
3,10, Aulaweb,6687,0,0,57,0,3557,0
3,10, Blank,9663,26,0,91,62,6812,2
3,10, Deeds,26994351,8,0,2052,350,101486,72
3,10, Diagram,2124972,0,0,311,2,20655,0
3,10, Other,216902,2,0,213,8,11100,28
3,10, Properties,125,0,0,31,0,1044,0
3,10, Study,5351821,27,0,172,0,13125,0
3,10, TextEditor,576226411,482,4,2086,6,122591,2910
3,11, Aulaweb,343,0,0,0,0,0,0
3,11, Blank,223835,14,0,19,0,1268,2
3,11, Deeds,16876450,7,0,22,2,4642,2
3,11, Diagram,440,0,0,0,0,0,0
3,11, Other,262223,6,0,28,0,2730,58
3,11, Properties,47,0,0,0,0,0,0
3,11, Study,8016200,30,0,19,0,6680,0
3,11, TextEditor,2186880553,116,0,282,0,15040,2607
3,12, Aulaweb,218,0,0,7,0,133,0
3,12, Blank,34527454,0,0,59,42,1607,2
3,12, Deeds,28673360,0,0,1138,300,28871,8
3,12, Diagram,32108279,0,0,302,16,10362,0
3,12, Other,29617,0,0,88,0,1568,0
3,12, Properties,1389,0,0,17,0,382,0
3,12, Study,120429674,0,0,76,0,1922,0
3,12, TextEditor,602471394,0,0,1201,0,31352,3994
3,14, Aulaweb,17759,2,0,6,0,541,0
3,14, Blank,90368,4,0,46,0,2542,0
3,14, Deeds,75235586,47,0,1370,0,74995,374
3,14, Diagram,14959784,0,0,299,0,19234,51
3,14, Other,239980,13,0,134,2,6469,34
3,14, Properties,218,0,0,16,0,594,0
3,14, Study,10634355,79,0,62,0,6887,0
3,14, TextEditor,813185128,5753,0,1557,0,106266,2539
3,15, Aulaweb,1045,0,0,39,0,1865,6
3,15, Blank,71627,1,0,216,2,8419,16
3,15, Deeds,48876184,53,0,1260,332,69768,88
3,15, Diagram,5006666,0,0,416,6,20150,0
3,15, Other,95854,37,0,117,0,8099,0
3,15, Properties,187,0,0,15,0,591,0
3,15, Study,9172233,208,0,161,2,10118,0
3,15, TextEditor,1378461206,2741,0,2056,50,117841,4548
3,16, Aulaweb,14849,0,0,28,0,1232,4
3,16, Blank,101663,0,0,19,0,635,12
3,16, Deeds,65136128,0,0,1269,8,40105,680
3,16, Diagram,54957,0,0,82,0,2094,0
3,16, Other,447665,0,0,227,20,5916,138
3,16, Properties,0,0,0,1,0,39,0
3,16, Study,2973982,0,0,93,0,3125,126
3,16, TextEditor,516149126,0,0,2517,28,102644,5174
3,17, Aulaweb,27789,0,0,4,0,210,0
3,17, Blank,17873,0,0,39,16,1263,5
3,17, Deeds,166604068,0,0,1178,278,32709,106
3,17, Diagram,1396546,0,0,34,0,775,2
3,17, Other,1352593,0,0,82,6,2853,38
3,17, Properties,2279,0,0,18,0,428,0
3,17, Study,16769552,0,0,79,0,1845,0
3,17, TextEditor,2055107346,0,0,938,0,26236,5970
3,18, Aulaweb,64,0,0,18,0,850,0
3,18, Blank,90362,0,0,61,2,2224,46
3,18, Deeds,111824597,0,0,1363,298,57671,153
3,18, Diagram,2089894,0,0,213,0,10196,0
3,18, Other,169812,0,0,164,10,6397,131
3,18, Properties,24281,0,0,16,0,449,0
3,18, Study,26435386,0,0,77,0,3159,0
3,18, TextEditor,729544906,0,0,2227,96,84938,5364
3,19, Blank,3056,0,0,11,4,454,0
3,19, Deeds,62319769,0,0,1224,254,85241,58
3,19, Diagram,119687,0,0,227,0,5277,0
3,19, Other,1473130,0,0,173,0,8335,8
3,19, Properties,952,0,0,16,0,720,0
3,19, TextEditor,1614046426,0,0,3284,74,258129,3001
3,20, Blank,4361950,0,0,51,31,2683,18
3,20, Deeds,35870720,0,0,1243,12,44786,973
3,20, Diagram,5469975,0,0,438,4,11975,13
3,20, Other,2197435,5,0,423,10,10133,338
3,20, Properties,608,0,0,11,0,346,0
3,20, TextEditor,405328667,0,0,1728,9,73001,4192
3,23, Aulaweb,3804342,0,0,68,0,6201,47
3,23, Blank,14265,0,0,17,2,454,0
3,23, Deeds,307184074,0,0,946,280,47355,38
3,23, Diagram,101952,0,0,30,0,1244,0
3,23, Other,2501024,0,0,145,0,6259,98
3,23, Properties,0,0,0,4,0,40,0
3,23, Study,41617587,0,0,76,0,3850,0
3,23, TextEditor,584136942,0,0,554,2,27991,3522
3,24, Aulaweb,2331,28,0,13,0,1512,0
3,24, Blank,679969,25,6,154,44,9221,0
3,24, Deeds,52080648,36,0,1324,272,85090,30
3,24, Diagram,1141,0,0,64,0,3879,0
3,24, Other,675176,5,0,44,0,4137,14
3,24, Properties,203,0,0,11,0,621,0
3,24, Study,61576924,54,0,87,0,8509,0
3,24, TextEditor,1139109704,1750,2,1779,4,102641,4344
3,25, Aulaweb,5031,0,0,17,0,1053,0
3,25, Blank,776657,4,0,275,194,15173,6
3,25, Deeds,47463767,150,0,830,182,52656,64
3,25, Diagram,760265,0,0,191,2,6582,0
3,25, Other,608421,0,0,136,8,5518,18
3,25, Properties,4187,0,0,4,0,237,0
3,25, Study,8208122,111,0,48,0,3538,0
3,25, TextEditor,345150059,3383,0,2967,136,174924,4251
3,27, Aulaweb,3266009,183,0,7,0,628,0
3,27, Blank,8374,0,0,41,0,1801,0
3,27, Deeds,67681362,451,0,1545,2,69336,1826
3,27, Diagram,4015376,15,0,210,0,12730,180
3,27, Other,33230,0,0,82,2,2720,50
3,27, Properties,0,0,0,21,0,839,6
3,27, Study,21644085,1687,0,41,0,2720,28
3,27, TextEditor,893505861,4355,0,2209,0,65246,5157
3,28, Aulaweb,1614,0,0,31,2,1573,0
3,28, Blank,856,0,0,62,3,2328,2
3,28, Deeds,140944096,0,0,1117,304,49611,26
3,28, Diagram,8122685,0,0,474,4,21320,0
3,28, Other,82001,0,0,122,4,5354,94
3,28, Properties,156,0,0,8,0,284,0
3,28, Study,15075153,0,0,101,0,6941,131
3,28, TextEditor,1183346472,0,0,1291,1,76943,6369
3,29, Aulaweb,1657,0,0,15,0,816,0
3,29, Blank,7484,0,0,46,0,2548,0
3,29, Deeds,70530452,211,0,2289,386,126702,20
3,29, Diagram,446397,24,0,326,0,15323,0
3,29, Other,4064,2,0,151,0,7384,31
3,29, Properties,63,0,0,34,0,1242,0
3,29, Study,419793180,199,0,132,2,19560,0
3,29, TextEditor,384797147,3065,0,1688,36,95806,3762
3,30, Aulaweb,2070724,0,0,90,0,3983,2
3,30, Blank,28187,0,0,77,2,1917,0
3,30, Deeds,115362090,0,0,1623,8,64905,836
3,30, Diagram,32425,0,0,40,0,1327,0
3,30, Other,789332,0,0,283,18,10017,61
3,30, Properties,2480,0,0,30,0,762,0
3,30, Study,6122788,0,0,205,0,8697,153
3,30, TextEditor,1267209338,0,0,1801,16,76127,3431
3,31, Aulaweb,19095,0,0,33,0,687,0
3,31, Blank,36119,0,0,89,0,2288,0
3,31, Deeds,574166419,0,0,1667,392,51739,18
3,31, Diagram,133852,0,0,47,0,1204,0
3,31, Other,1719140,0,0,225,0,3939,423
3,31, Properties,359,0,0,24,0,598,0
3,31, Study,374917527,0,0,115,0,3678,87
3,31, TextEditor,82609545,0,0,1296,46,35815,1141
3,32, Aulaweb,20650,5,0,38,0,2150,0
3,32, Blank,98761,6,0,52,0,2578,0
3,32, Deeds,53719887,90,0,1666,382,71306,88
3,32, Diagram,3049920,17,0,380,34,21512,0
3,32, Other,102465,0,0,193,24,8105,62
3,32, Properties,2094,0,0,13,0,405,0
3,32, Study,2925895,138,0,153,0,8710,0
3,32, TextEditor,1268833982,5260,0,1387,0,104549,3266
3,34, Aulaweb,19705,3,0,28,0,2030,0
3,34, Blank,1888,0,0,33,0,1759,0
3,34, Deeds,106391675,73,0,1690,392,93496,113
3,34, Diagram,37593,0,0,108,0,4951,0
3,34, Other,342205,5,0,76,2,4232,0
3,34, Properties,47,0,0,37,0,1251,0
3,34, Study,21148937,66,0,89,0,6476,0
3,34, TextEditor,967673631,2091,0,2356,2,90032,3081
3,35, Aulaweb,106831,0,0,12,0,660,0
3,35, Blank,586805,0,0,31,2,1141,0
3,35, Deeds,13584610,0,0,930,138,34694,14
3,35, Diagram,159162,0,0,50,0,2084,0
3,35, Other,680099,0,0,58,12,3897,46
3,35, Properties,0,0,0,10,0,319,0
3,35, Study,3945983,0,0,89,2,4715,53
3,35, TextEditor,6229490442,0,0,1182,10,50268,2852
3,36, Blank,925,0,0,46,2,2067,0
3,36, Deeds,99651488,106,0,1178,310,77115,109
3,36, Diagram,23612900,10,0,371,0,32712,28
3,36, Other,404996,4,0,98,0,4742,0
3,36, Properties,27989,0,0,3,0,667,14
3,36, Study,661254,72,0,71,0,9334,0
3,36, TextEditor,2307697445,2160,0,1667,0,99315,4618
3,38, Aulaweb,35036,6,0,28,0,1395,0
3,38, Blank,1,0,0,11,0,490,2
3,38, Deeds,417295108,37,0,888,286,43802,1036
3,38, Diagram,57929,0,0,51,0,2364,0
3,38, Other,157195,0,0,89,4,5056,46
3,38, Properties,0,0,0,5,0,135,0
3,38, Study,14857180,78,0,64,0,4935,0
3,38, TextEditor,3427109916,1271,0,794,0,46569,6333
3,39, Aulaweb,3679,0,0,13,0,733,0
3,39, Blank,30713,2,0,96,79,5038,108
3,39, Deeds,16494982,52,0,1292,224,58748,82
3,39, Diagram,25286,0,0,63,0,1839,0
3,39, Other,29236750,24,0,442,12,47053,372
3,39, Properties,1766,0,0,69,0,1358,28
3,39, Study,3694232,78,4,30,0,1801,1
3,39, TextEditor,220281768,3726,6,3015,57,125571,6286
3,41, Aulaweb,69579,0,0,48,0,3097,0
3,41, Blank,102711,0,0,61,0,2233,0
3,41, Deeds,129964667,166,0,1357,338,64408,54
3,41, Diagram,3073265,0,0,329,16,14070,0
3,41, Other,2659741,0,0,483,4,9051,114
3,41, Properties,11154,0,0,8,0,295,0
3,41, Study,14087164,0,0,70,0,3290,0
3,41, TextEditor,1352465482,1036,0,2058,48,81889,5625
3,42, Aulaweb,15488,21,0,40,0,1144,0
3,42, Blank,8050,68,0,55,0,1971,0
3,42, Deeds,445206320,1,0,1148,284,34121,6
3,42, Diagram,57641,0,0,60,0,2078,0
3,42, Other,8255,0,0,36,0,1303,0
3,42, Properties,589,0,0,29,0,773,0
3,42, Study,1189803094,2863,0,84,0,7116,4
3,42, TextEditor,570130608,2234,0,1130,38,21727,4058
3,43, Aulaweb,4350,0,0,13,0,1669,0
3,43, Blank,966,0,0,8,0,973,2
3,43, Deeds,453522208,100,0,1024,6,85342,781
3,43, Diagram,199096,0,0,52,0,4163,16
3,43, Other,634266,1,0,206,4,12367,142
3,43, Properties,2308,0,0,6,0,588,0
3,43, Study,238420958,141,0,47,0,8159,0
3,43, TextEditor,1813147398,1626,0,428,0,31194,4911
3,44, Aulaweb,1172962,9,0,88,0,13197,4
3,44, Blank,121142,14,0,86,0,16344,0
3,44, Deeds,83303024,94,0,1508,8,222659,801
3,44, Diagram,1098885,10,0,351,0,52937,6
3,44, Other,9541,8,0,260,10,33378,66
3,44, Properties,313,0,0,6,0,850,0
3,44, Study,18678027,479,0,830,6,47792,136
3,44, TextEditor,633195778,5613,0,1513,0,314728,3888
3,45, Aulaweb,363922,0,0,6,0,584,0
3,45, Blank,172586,0,0,3,0,266,0
3,45, Deeds,141832741,0,0,1592,4,56591,54
3,45, Diagram,3084,0,0,18,0,570,0
3,45, Other,72596,0,0,34,0,2675,84
3,45, Properties,0,0,0,2,0,4,0
3,45, Study,97187119,0,0,126,0,2834,42
3,45, TextEditor,4824956514,0,0,2201,24,39930,2251
3,47, Aulaweb,2015,3,3,35,0,2380,0
3,47, Blank,47185,28,0,111,19,6291,0
3,47, Deeds,35790005,355,6,1301,248,69828,453
3,47, Diagram,10052,0,0,37,0,1836,12
3,47, Other,2440248,26,7,301,40,14992,47
3,47, Properties,94,0,0,17,0,593,0
3,47, Study,33535115,296,0,117,0,8810,6
3,47, TextEditor,1693799258,2875,0,1501,7,132002,4480
3,48, Aulaweb,2204,21,0,14,0,988,2
3,48, Blank,12111,0,0,46,0,3397,0
3,48, Deeds,186179743,128,0,1264,56,76396,665
3,48, Diagram,29962,0,0,50,0,2524,0
3,48, Other,2729018,0,0,193,6,9048,78
3,48, Properties,0,0,0,3,0,97,0
3,48, Study,5467223,377,0,64,0,8172,0
3,48, TextEditor,2538125789,3020,0,2152,16,72909,3344
3,49, Aulaweb,2061,37,0,23,0,955,1
3,49, Blank,496542,110,0,144,67,12011,4
3,49, Deeds,26780318,42,0,1905,490,108665,216
3,49, Diagram,14549,0,0,67,0,3055,0
3,49, Other,507456,0,0,85,4,5244,54
3,49, Properties,4049,0,0,35,0,1057,18
3,49, Study,8633700,3398,0,140,0,13445,0
3,49, TextEditor,193486269,84,0,1814,23,138735,6566
3,50, Aulaweb,318860,0,0,20,0,935,41
3,50, Blank,46586,0,0,28,0,884,0
3,50, Deeds,856293792,0,0,1007,305,27695,16
3,50, Diagram,98536,0,0,51,0,1430,0
3,50, Other,106903,0,0,39,0,1574,0
3,50, Properties,7476,0,0,9,0,324,0
3,50, Study,91261212,0,0,81,0,3490,44
3,50, TextEditor,1044588065,0,0,1197,12,25012,3732
3,51, Aulaweb,14646,15,0,18,0,1851,25
3,51, Blank,5378,6,0,52,0,3999,0
3,51, Deeds,50037807,118,2,848,194,81017,46
3,51, Diagram,2195,0,0,30,0,1365,0
3,51, Other,91211,0,0,370,38,16098,53
3,51, Properties,0,0,0,0,0,106,0
3,51, Study,1216702,104,0,96,0,14287,0
3,51, TextEditor,534155097,2727,10,2954,78,197318,1940
3,52, Aulaweb,2817660,0,0,33,0,967,0
3,52, Blank,171963,0,0,82,2,2112,10
3,52, Deeds,44555836,0,0,1415,296,35793,77
3,52, Diagram,5013006,0,0,315,0,9004,14
3,52, Other,860110,0,0,117,2,3056,76
3,52, Properties,3727,0,0,33,0,597,0
3,52, Study,9643645,0,0,46,0,1643,24
3,52, TextEditor,909655461,0,0,2073,36,41931,5797
3,53, Aulaweb,16,0,0,10,0,403,0
3,53, Blank,52102,6,0,206,22,13313,35
3,53, Deeds,189359404,34,0,1549,344,111078,92
3,53, Diagram,1859640,0,0,214,2,17933,0
3,53, Other,20641,0,0,128,32,10789,0
3,53, Properties,77,0,0,15,0,884,0
3,53, Study,39569164,241,0,76,0,19696,0
3,53, TextEditor,505428842,6314,0,2220,2,235197,3604
3,54, Aulaweb,103677,0,0,26,0,1927,0
3,54, Blank,19580,0,0,29,40,4857,0
3,54, Deeds,65602284,39,0,1253,328,84375,10
3,54, Diagram,57741,0,0,95,2,5169,0
3,54, Other,47318,14,0,40,0,3662,0
3,54, Properties,47,0,0,13,0,392,0
3,54, Study,1343923,192,0,82,0,7841,0
3,54, TextEditor,1058198175,3287,0,2020,2,138930,2401
3,55, Aulaweb,5316,0,0,22,0,856,0
3,55, Blank,2784,3,0,159,50,6889,2
3,55, Deeds,90576338,152,0,1670,116,89328,484
3,55, Diagram,6274831,22,0,311,0,15946,6
3,55, Other,1996747,0,0,94,0,3620,150
3,55, Properties,30,0,0,9,0,385,0
3,55, Study,482870,0,0,141,0,5945,0
3,55, TextEditor,418535536,313,0,2565,6,95347,2735
3,56, Aulaweb,407,0,0,30,0,694,0
3,56, Blank,13889769,0,0,64,19,2047,0
3,56, Deeds,80498650,0,0,1110,274,36821,16
3,56, Diagram,269967,0,0,188,4,7492,0
3,56, Other,961416,0,0,58,0,2387,98
3,56, Properties,15,0,0,25,0,485,0
3,56, Study,2594135,0,0,86,0,5804,50
3,56, TextEditor,851667784,0,0,813,3,35680,2917
3,59, Aulaweb,6078826,0,0,14,0,1217,0
3,59, Blank,151826,0,0,88,9,3259,2
3,59, Deeds,33249449,67,0,959,214,48852,22
3,59, Diagram,5115,0,0,51,0,1279,0
3,59, Other,3624672,8,0,287,12,13231,133
3,59, Properties,47,0,0,13,0,276,0
3,59, Study,7385521,110,0,49,0,4306,0
3,59, TextEditor,1209682296,2156,2,1586,5,87256,3226
3,61, Aulaweb,341083,0,0,89,2,2607,64
3,61, Blank,315651,0,0,136,2,2329,0
3,61, Deeds,54847396,0,0,1266,194,25779,113
3,61, Diagram,439,0,0,24,0,463,0
3,61, Other,3356158,0,0,284,6,6117,164
3,61, Properties,236,0,0,8,0,172,0
3,61, Study,29594511,0,0,333,2,10471,78
3,61, TextEditor,1193587418,0,0,834,2,24085,6607
3,63, Aulaweb,66678,0,0,33,0,1120,0
3,63, Blank,12908,0,0,101,0,2444,0
3,63, Deeds,34242115,0,0,1069,216,41403,28
3,63, Diagram,52871,0,0,32,0,1105,24
3,63, Other,311144,0,0,90,8,3840,18
3,63, Properties,2048,0,0,12,0,211,0
3,63, Study,13767465,0,0,94,0,4355,0
3,63, TextEditor,1396699777,0,0,2387,0,93210,4410
3,66, Aulaweb,11759,0,0,16,0,1319,7
3,66, Blank,18239,0,0,66,1,3072,6
3,66, Deeds,33677494,0,0,591,140,37000,28
