,session,student_id,activity,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
2126,4,23, TextEditor,28408539.0,0,0,189,0,12088,968
2127,4,24, Aulaweb,2999.0,0,0,25,0,1895,0
2128,4,24, Blank,6702.0,0,0,97,12,5758,0
2129,4,24, Deeds,43089219.0,0,0,469,12,28368,24
2130,4,24, Diagram,7685578.0,0,0,283,36,22548,0
2131,4,24, Other,9850720.0,0,0,79,0,8685,38
2132,4,24, Properties,1532763.0,204,0,232,0,11548,0
2133,4,24, Study,1834247.0,22,0,73,0,9552,0
2134,4,24, TextEditor,11375356.0,462,0,250,0,29724,820
2135,4,25, Aulaweb,139841.0,9,0,48,0,3233,0
2136,4,25, Blank,25293.0,5,0,96,0,4297,0
2137,4,25, Deeds,12589744.0,8,0,312,20,17366,37
2138,4,25, Diagram,437049874.0,11,0,397,22,22131,0
2139,4,25, Other,152423.0,0,0,205,4,7401,0
2140,4,25, Properties,3801079.0,258,0,138,4,4863,0
2141,4,25, Study,2678628.0,82,0,126,0,8753,0
2142,4,25, TextEditor,139442940.0,685,0,452,48,29498,1970
2143,4,26, Blank,191168504.0,0,0,8,0,769,36
2144,4,26, Deeds,653347.0,44,0,326,41,7699,96
2145,4,26, Diagram,9988986.0,58,0,772,6,11587,56
2146,4,26, Other,17691255.0,0,0,17,0,293,24
2147,4,26, Properties,2474087.0,593,0,302,7,5742,4
2148,4,27, Aulaweb,0.0,0,0,2,0,29,0
2149,4,27, Blank,2312.0,0,0,52,0,1703,0
2150,4,27, Deeds,5784834.0,0,0,110,12,6324,26
2151,4,27, Diagram,20414768.0,5,0,352,10,22547,65
2152,4,27, Other,59832.0,0,0,63,0,1743,0
2153,4,27, Properties,1130441.0,0,0,113,0,3004,0
2154,4,27, Study,65551443.0,1401,0,30,0,2251,0
2155,4,27, TextEditor,18154302.0,1179,0,120,0,8730,588
2156,4,28, Aulaweb,2468.0,0,0,37,0,3018,0
2157,4,28, Blank,479289.0,0,0,88,21,6002,3
2158,4,28, Deeds,369794.0,0,0,112,2,6242,18
2159,4,28, Diagram,22674938.0,6,0,545,2,35345,492
2160,4,28, Other,1129533.0,0,0,200,6,9992,54
2161,4,28, Properties,1033362.0,71,0,231,0,5303,0
2162,4,28, Study,124509.0,51,0,64,0,5997,0
2163,4,28, TextEditor,311375915.0,697,0,366,3,36606,3402
2164,4,29, Aulaweb,4202.0,67,0,99,0,6410,3
2165,4,29, Blank,1999.0,0,0,65,0,2146,0
2166,4,29, Deeds,1836226.0,10,0,470,65,29541,6
2167,4,29, Diagram,4988552.0,74,0,1590,32,82228,2
2168,4,29, Other,15290.0,0,0,157,2,8422,13
2169,4,29, Properties,583523.0,263,0,411,23,19425,0
2170,4,29, Study,1796986.0,246,0,231,0,28199,0
2171,4,29, TextEditor,2176378.0,1087,0,397,30,38176,1587
2172,4,30, Blank,3042.0,0,0,12,4,468,0
2173,4,30, Deeds,2292457.0,0,0,313,8,9664,0
2174,4,30, Diagram,75911432.0,0,0,655,44,27071,0
2175,4,30, FSM,0.0,0,0,2,0,187,0
2176,4,30, Other,3086603.0,0,0,172,36,6744,0
2177,4,30, Properties,10732537.0,0,0,182,0,5480,0
2178,4,30, TextEditor,152915908.0,0,0,748,36,31403,5789
2179,4,31, Aulaweb,78829.0,27,0,32,0,2918,0
2180,4,31, Blank,326126.0,3,0,147,0,8165,6
2181,4,31, Deeds,518691.0,0,0,256,38,12699,0
2182,4,31, Diagram,22100573.0,1,0,592,18,31591,1
2183,4,31, Other,668849.0,1,0,85,2,4448,27
2184,4,31, Properties,86523.0,81,0,138,0,7008,0
2185,4,31, Study,2072111.0,67,0,91,0,6196,0
2186,4,31, TextEditor,9158296.0,202,0,375,40,24488,1764
2187,4,32, Aulaweb,340265.0,0,0,32,0,1899,0
2188,4,32, Blank,186.0,2,0,62,0,2536,0
2189,4,32, Deeds,10977944.0,10,0,1368,154,43366,30
2190,4,32, Diagram,43498187.0,21,0,724,84,44648,2
2191,4,32, Other,115344.0,8,0,116,16,4690,0
2192,4,32, Properties,798035.0,101,0,557,28,12283,0
2193,4,32, Study,23456551.0,94,0,120,0,9979,0
2194,4,32, TextEditor,49945428.0,246,0,233,2,17058,2715
2195,4,33, Aulaweb,3792.0,0,0,17,0,745,0
2196,4,33, Blank,3416.0,0,0,47,13,1501,0
2197,4,33, Deeds,11069730.0,0,0,191,2,5582,6
2198,4,33, Diagram,93725413.0,0,0,790,44,47246,252
2199,4,33, Other,287019.0,0,0,189,11,5159,80
2200,4,33, Properties,897163.0,0,0,113,0,3046,62
2201,4,33, Study,13814246.0,0,0,74,0,7719,0
2202,4,33, TextEditor,41606502.0,0,0,383,0,12836,1480
2203,4,34, Aulaweb,4141285.0,5,0,52,0,2979,0
2204,4,34, Blank,3173.0,0,0,46,2,2053,0
2205,4,34, Deeds,56191448.0,4,0,532,8,27347,26
2206,4,34, Diagram,93483882.0,7,0,789,16,45674,2
2207,4,34, Other,1044918.0,0,0,102,2,4915,6
2208,4,34, Properties,2931183.0,536,0,618,0,21354,0
2209,4,34, Study,8264331.0,93,0,102,0,9752,0
2210,4,34, TextEditor,29032277.0,233,0,202,0,20049,872
2211,4,35, Aulaweb,371202.0,0,0,2,0,27,34
2212,4,35, Blank,592568.0,0,0,0,0,0,0
2213,4,35, Deeds,118387632.0,0,0,0,0,0,2
2214,4,35, Diagram,54479371.0,0,0,0,0,0,6
2215,4,35, Other,589491.0,0,0,6,0,283,6
2216,4,35, Properties,1938178.0,0,0,0,0,0,328
2217,4,35, Study,3002254.0,0,0,0,0,0,0
2218,4,35, TextEditor,18194901.0,0,0,0,0,0,1388
2219,4,36, Blank,15.0,0,0,23,0,1238,0
2220,4,36, Deeds,4560677.0,4,0,219,0,11343,25
2221,4,36, Diagram,27131726.0,15,0,770,4,49466,29
2222,4,36, Other,3049668.0,2,0,173,0,8700,64
2223,4,36, Properties,3113452.0,123,0,501,0,9265,2
2224,4,36, TextEditor,393938970.0,882,0,431,0,33044,4937
2225,4,37, Aulaweb,2973.0,0,0,38,0,3297,5
2226,4,37, Blank,490588.0,4,0,146,23,11918,3
2227,4,37, Deeds,13504358.0,0,0,320,28,23579,33
2228,4,37, Diagram,22127747.0,48,0,445,10,49341,17
2229,4,37, Other,40681.0,0,0,79,2,7386,60
2230,4,37, Properties,2155654.0,114,0,88,2,6573,0
2231,4,37, Study,7816977.0,60,0,80,0,13944,3
2232,4,37, TextEditor,235505448.0,513,0,332,5,44037,3576
2233,4,38, Aulaweb,70647.0,48,0,34,0,3803,0
2234,4,38, Blank,25655.0,0,0,26,0,2008,12
2235,4,38, Deeds,4045866.0,5,0,310,12,14214,24
2236,4,38, Diagram,260120.0,5,0,122,10,8548,4
2237,4,38, Other,36995.0,10,0,114,4,5832,43
2238,4,38, Properties,3736.0,16,0,30,0,1563,0
2239,4,38, Study,241494172.0,740,0,174,2,27924,10
2240,4,38, TextEditor,12027926.0,230,0,292,2,27225,871
2241,4,39, Aulaweb,295127.0,7,2,44,2,2576,0
2242,4,39, Blank,33254.0,3,0,104,2,4985,7
2243,4,39, Deeds,3299114.0,16,0,502,32,16387,0
2244,4,39, Diagram,72970183.0,26,0,782,58,38111,0
2245,4,39, FSM,62.0,0,0,4,0,275,0
2246,4,39, Other,184465.0,4,0,127,8,5591,119
2247,4,39, Properties,4088646.0,143,0,541,8,8948,0
2248,4,39, Study,29543269.0,177,18,137,0,13775,0
2249,4,39, TextEditor,6451643.0,465,0,367,2,24003,1880
2250,4,40, Aulaweb,333919.0,0,0,80,0,3395,80
2251,4,40, Blank,2642.0,0,0,74,0,1446,0
2252,4,40, Deeds,27601924.0,0,0,926,2,21536,12
2253,4,40, Diagram,30714982.0,0,0,319,0,17637,12
2254,4,40, Other,94247.0,0,0,78,0,4519,20
2255,4,40, Properties,115819.0,0,0,22,0,979,0
2256,4,40, Study,49163742.0,0,0,117,0,6219,2
2257,4,40, TextEditor,10053235.0,801,0,236,2,12240,2953
2258,4,41, Aulaweb,92.0,0,0,23,0,978,0
2259,4,41, Blank,8894.0,0,0,67,0,1901,0
2260,4,41, Deeds,25065356.0,0,0,1055,3,29599,36
2261,4,41, Diagram,24209654.0,0,0,1527,58,46795,0
2262,4,41, Other,601342.0,0,0,102,10,3706,14
2263,4,41, Properties,746547.0,0,0,563,17,12853,0
2264,4,41, Study,1863365.0,181,0,62,0,2966,0
2265,4,41, TextEditor,28600916.0,507,0,301,0,17808,3822
2266,4,42, Aulaweb,340180.0,25,0,101,12,4255,0
2267,4,42, Blank,212151.0,28,0,254,0,7984,0
2268,4,42, Deeds,767500.0,0,0,512,34,14323,0
2269,4,42, Diagram,38873096.0,0,0,1451,6,46487,0
2270,4,42, Other,5168092.0,0,0,135,6,5357,0
2271,4,42, Properties,968228.0,0,0,332,0,9690,0
2272,4,42, Study,23664790.0,475,0,139,0,9945,0
2273,4,42, TextEditor,408417014.0,976,0,356,4,14831,2716
2274,4,43, Aulaweb,9585.0,0,0,55,0,3876,2
2275,4,43, Blank,7423.0,0,0,21,0,1894,0
2276,4,43, Deeds,42193766.0,0,0,303,0,17304,22
2277,4,43, Diagram,46543034.0,29,0,779,48,106583,196
2278,4,43, Other,341321.0,0,0,115,4,9832,325
2279,4,43, Properties,90391.0,171,0,158,0,6850,1
2280,4,43, Study,26140262.0,81,0,69,0,18176,0
2281,4,43, TextEditor,22805618.0,963,0,237,0,26070,3801
2282,4,44, Blank,3387.0,12,0,101,13,9156,6
2283,4,44, Deeds,5955139.0,0,0,493,0,56125,10
2284,4,44, Diagram,13872673.0,1,2,1125,38,154578,13
2285,4,44, Other,58294.0,12,0,243,5,28788,2
2286,4,44, Properties,105451.0,120,0,347,0,35307,65
2287,4,44, Study,21600494.0,1159,0,1492,2,81153,1
2288,4,44, TextEditor,21289766.0,1445,0,849,2,115066,6141
2289,4,45, Aulaweb,899622.0,0,0,114,0,5784,0
2290,4,45, Blank,89265.0,2,0,23,2,1194,0
2291,4,45, Deeds,19851090.0,0,0,699,2,22314,86
2292,4,45, Diagram,17760635.0,0,0,463,2,22076,12
2293,4,45, Other,1644768.0,0,0,129,2,5817,225
2294,4,45, Properties,168679.0,0,0,140,0,2904,4
2295,4,45, Study,21110534.0,0,0,235,0,5287,22
2296,4,45, TextEditor,185128714.0,0,0,555,0,15240,1960
2297,4,46, Aulaweb,3933092.0,0,0,51,0,1527,0
2298,4,46, Blank,531.0,0,0,37,0,979,0
2299,4,46, Deeds,70670292.0,0,0,582,14,12817,0
2300,4,46, Diagram,29754537.0,0,0,1535,0,39841,42
2301,4,46, Other,577346.0,0,0,126,4,3309,148
2302,4,46, Properties,65586.0,0,0,602,0,7366,0
2303,4,46, Study,18549489.0,0,0,144,0,5907,61
2304,4,46, TextEditor,120831321.0,0,0,311,30,11808,1330
2305,4,47, Aulaweb,1397459.0,105,18,96,0,13052,142
2306,4,47, Blank,764.0,0,0,96,13,4464,0
2307,4,47, Deeds,16642166.0,14,0,892,80,31102,0
2308,4,47, Diagram,11666904.0,34,0,597,77,39965,50
2309,4,47, Other,1604279.0,27,4,323,16,23397,23
2310,4,47, Properties,313906.0,123,0,222,3,9730,24
2311,4,47, Study,66992503.0,94,6,156,2,18231,0
2312,4,47, TextEditor,3707213.0,165,0,228,7,21087,963
2313,4,48, Blank,24069.0,0,0,70,0,3273,0
2314,4,48, Deeds,50321528.0,0,0,532,14,19460,0
2315,4,48, Diagram,41046764.0,0,0,650,14,44011,13
2316,4,48, Other,4329.0,0,0,55,0,2895,0
2317,4,48, Properties,238875.0,7,0,156,0,7205,321
2318,4,48, Study,3898522.0,78,0,66,0,8294,0
2319,4,48, TextEditor,12713983.0,353,0,385,0,21520,1402
2320,4,49, Aulaweb,6626.0,0,0,48,0,2056,0
2321,4,49, Blank,1437.0,0,0,32,0,1227,0
2322,4,49, Deeds,563523.0,11,0,87,0,6343,13
2323,4,49, Diagram,15920176.0,1,0,848,22,48774,0
2324,4,49, Other,123541.0,6,0,92,2,4902,48
2325,4,49, Properties,120593.0,135,0,404,0,8672,0
2326,4,49, Study,27385325.0,209,0,120,0,13824,0
2327,4,49, TextEditor,72023892.0,520,0,291,0,23557,1791
2328,4,50, Aulaweb,4580052.0,0,0,51,0,2123,0
2329,4,50, Blank,85470.0,0,0,23,0,641,0
2330,4,50, Deeds,5695232.0,0,0,114,10,4294,0
2331,4,50, Diagram,486535380.0,0,0,622,62,22362,0
2332,4,50, Other,1852774.0,0,0,160,12,5031,468
2333,4,50, Properties,408264.0,0,0,215,0,4184,0
2334,4,50, Study,8100154.0,0,0,136,0,5100,0
2335,4,50, TextEditor,45048102.0,0,0,281,0,9630,1405
2336,4,51, Aulaweb,424.0,0,0,1,0,168,0
2337,4,51, Blank,5912.0,0,0,20,0,1205,0
2338,4,51, Deeds,16293008.0,0,0,770,89,19037,16
2339,4,51, Diagram,9994976.0,1,0,1232,8,20522,18
2340,4,51, Other,295855.0,0,0,97,0,2947,120
2341,4,51, Properties,8931174.0,0,0,591,9,16641,6
2342,4,51, Study,18243544.0,41,0,115,0,6572,49
2343,4,51, TextEditor,191910288.0,5,0,387,14,15749,1853
2344,4,52, Aulaweb,1430656.0,0,0,21,0,624,0
2345,4,52, Blank,52990.0,0,0,103,0,2622,0
2346,4,52, Deeds,3720035.0,0,0,78,0,2446,29
2347,4,52, Diagram,33146830.0,0,0,384,0,12323,8
2348,4,52, Other,110191.0,0,0,49,22,2060,2
2349,4,52, Properties,2109403.0,0,0,264,0,3346,0
2350,4,52, Study,16468916.0,0,0,76,0,3005,0
2351,4,52, TextEditor,79152590.0,0,0,251,4,10528,1808
2352,4,53, Blank,745387.0,12,0,185,4,13762,3
2353,4,53, Deeds,17284040.0,0,0,1338,57,71954,18
2354,4,53, Diagram,82446529.0,0,0,602,18,65452,0
2355,4,53, Other,20098.0,0,0,34,0,2849,0
2356,4,53, Properties,1554676.0,71,0,281,5,17105,0
2357,4,53, Study,5737715.0,7,0,36,0,6209,0
2358,4,53, TextEditor,43573322.0,323,0,282,0,33433,1726
2359,4,54, Aulaweb,108563.0,0,0,17,0,667,0
2360,4,54, Blank,165198.0,0,0,35,20,1460,0
2361,4,54, Deeds,17461659.0,0,0,134,22,7225,0
2362,4,54, Diagram,19999519.0,0,0,257,2,14606,2
2363,4,54, Other,10402501.0,0,0,42,0,2126,24
2364,4,54, Properties,3798629.0,65,0,196,0,5953,0
2365,4,54, Study,8789597.0,0,0,113,0,3963,2
2366,4,54, TextEditor,613511865.0,15,0,278,0,12820,1004
2367,4,55, Aulaweb,37837.0,22,0,39,0,3109,53
2368,4,55, Blank,58821915.0,491,0,149,35,25707,2
2369,4,55, Deeds,83713.0,3,0,115,0,13109,0
2370,4,55, Diagram,30070786.0,3,0,397,10,26869,0
2371,4,55, Other,79221.0,11,0,137,4,11307,99
2372,4,55, Properties,181858373.0,253,0,83,0,4831,1
2373,4,55, Study,287447.0,3,0,140,0,13458,0
2374,4,55, TextEditor,109791329.0,497,0,737,5,76030,3410
2375,4,56, Aulaweb,0.0,0,0,0,0,0,0
2376,4,56, Blank,1656020.0,0,0,0,0,0,4
2377,4,56, Deeds,19029163.0,0,0,0,0,0,6
2378,4,56, Diagram,56792407.0,0,0,0,0,0,8
2379,4,56, Other,472996.0,0,0,2,0,509,16
2380,4,56, Properties,2311165.0,0,0,0,0,0,0
2381,4,56, Study,18095918.0,0,0,0,0,0,520
2382,4,56, TextEditor,39849297.0,0,0,0,0,0,965
2383,4,57, Blank,984.0,0,0,20,4,1422,0
2384,4,57, Deeds,21728132.0,21,0,1031,2,55041,0
2385,4,57, Diagram,46614728.0,89,0,611,0,57356,70
2386,4,57, Other,10377950.0,207,0,105,2,8944,226
2387,4,57, Properties,2624529.0,644,0,493,0,16671,0
2388,4,57, TextEditor,34573573.0,683,0,316,2,29746,545
2389,4,58, Blank,11678.0,0,0,17,18,1109,0
2390,4,58, Deeds,16659226.0,0,0,283,4,8352,0
2391,4,58, Diagram,56798719.0,0,0,710,4,22159,0
2392,4,58, Other,658846.0,0,0,115,10,3679,20
2393,4,58, Properties,21368675.0,0,0,551,0,8561,0
2394,4,58, TextEditor,325245693.0,0,0,369,2,16298,1429
2395,4,59, Blank,4517383.0,12,0,61,2,2051,0
2396,4,59, Deeds,886689.0,0,0,223,0,9037,0
2397,4,59, Diagram,97516984.0,8,0,510,74,26705,0
2398,4,59, Other,543792.0,3,0,269,16,7503,0
2399,4,59, Properties,786858.0,126,0,139,0,3996,0
2400,4,59, Study,12984311.0,111,0,41,0,4549,0
2401,4,59, TextEditor,27905944.0,154,0,349,0,14596,735
2402,4,60, Aulaweb,610066.0,181,0,153,4,15687,14
2403,4,60, Blank,4340.0,10,0,88,2,4437,0
2404,4,60, Deeds,27877107.0,10,0,201,12,12542,0
2405,4,60, Diagram,81454069.0,27,0,957,2,55744,2
2406,4,60, Other,520650.0,20,0,261,18,18498,34
2407,4,60, Properties,904217.0,4,0,721,0,20113,8
2408,4,60, Study,16344462.0,102,0,174,0,14850,57
2409,4,60, TextEditor,5128982.0,1081,0,264,20,28218,691
2410,4,61, Aulaweb,117179.0,0,0,77,0,3991,84
2411,4,61, Blank,147207.0,0,0,93,6,3169,0
2412,4,61, Deeds,1429631.0,1,0,235,6,12221,35
2413,4,61, Diagram,6063234.0,4,0,1061,62,33588,18
2414,4,61, Other,224225.0,1,0,204,7,8204,245
2415,4,61, Properties,359883.0,0,0,218,0,7419,158
2416,4,61, Study,8645650.0,0,0,54,0,5409,78
2417,4,61, TextEditor,7757657.0,2,0,285,1,17076,813
2418,4,62, Blank,1125.0,0,0,26,0,888,0
2419,4,62, Deeds,1280752.0,0,0,297,22,7237,45
2420,4,62, Diagram,31795101.0,0,0,374,22,12177,54
2421,4,62, Other,222925.0,0,0,125,2,4074,166
2422,4,62, Properties,1461840.0,0,0,121,0,2830,24
2423,4,62, Study,3646504.0,0,0,65,2,3045,15
2424,4,62, TextEditor,46813165.0,0,0,336,0,9682,3438
2425,4,63, Aulaweb,175319.0,0,0,84,0,3136,34
2426,4,63, Blank,1235796.0,0,0,211,0,7147,0
2427,4,63, Deeds,17738389.0,0,0,429,0,14950,114
2428,4,63, Diagram,85004201.0,0,0,2826,4,46391,100
2429,4,63, Other,28631.0,0,0,71,8,2212,0
2430,4,63, Properties,770790.0,0,0,617,6,12606,32
2431,4,63, Study,44546096.0,0,0,167,0,7800,0
2432,4,63, TextEditor,581507536.0,0,0,496,0,21367,1884
2433,4,64, Aulaweb,964968.0,60,0,39,0,3748,30
2434,4,64, Blank,77110.0,0,0,126,38,5426,2
2435,4,64, Deeds,549929.0,0,0,154,16,9620,2
2436,4,64, Diagram,4309429.0,0,0,514,24,34134,4
2437,4,64, Other,1282168.0,0,0,128,16,11191,130
2438,4,64, Properties,1080900.0,0,0,287,2,9046,194
2439,4,64, Study,20459803.0,36,0,51,4,8222,0
2440,4,64, TextEditor,24207360.0,2,0,305,16,16011,1229
2441,4,65, Aulaweb,7344.0,0,0,41,0,2603,0
2442,4,65, Blank,180808.0,4,0,62,2,3576,0
2443,4,65, Deeds,4424769.0,12,0,146,4,10100,0
2444,4,65, Diagram,19054959.0,59,0,1384,10,70145,4
2445,4,65, Other,8538969.0,0,0,249,18,15150,355
2446,4,65, Properties,1357807.0,240,0,662,0,20987,0
2447,4,65, Study,19516996.0,130,0,80,0,18081,0
2448,4,65, TextEditor,55650952.0,994,0,340,24,24432,1755
2449,4,66, Aulaweb,7988.0,0,0,32,0,1614,8
2450,4,66, Blank,22773.0,0,0,50,2,2382,28
2451,4,66, Deeds,847455.0,0,0,85,0,4449,8
2452,4,66, Diagram,171604.0,0,0,119,0,5342,22
2453,4,66, Other,20868.0,0,0,125,2,5157,44
2454,4,66, Properties,43558.0,0,0,7,0,597,89
2455,4,66, Study,2680507.0,0,0,36,0,2210,8
2456,4,66, TextEditor,65261806.0,0,0,286,0,13447,1521
2457,4,67, Aulaweb,1825.0,49,0,23,0,2481,0
2458,4,67, Blank,7108.0,0,0,10,0,771,0
2459,4,67, Deeds,9961723.0,31,0,448,2,31174,18
2460,4,67, Diagram,58801792.0,12,0,1569,46,104550,6
2461,4,67, Other,1158831.0,111,0,50,0,5357,57
2462,4,67, Properties,596130.0,176,0,391,0,20944,3
2463,4,67, Study,5206997.0,64,6,45,0,6030,0
2464,4,67, TextEditor,14424323.0,350,0,358,4,29134,1680
2465,4,68, Aulaweb,21956.0,0,0,30,0,1852,40
2466,4,68, Blank,88598.0,0,0,48,30,3773,0
2467,4,68, Deeds,1277101.0,0,0,185,10,7575,0
2468,4,68, Diagram,70910058.0,0,0,499,0,20495,0
2469,4,68, Other,622401.0,0,0,77,0,3826,0
2470,4,68, Properties,722970.0,0,0,162,0,5679,68
2471,4,68, Study,25324506.0,0,0,94,0,3190,32
2472,4,68, TextEditor,428665696.0,0,0,627,6,23143,3042
2473,4,69, Aulaweb,555564.0,0,0,80,4,3457,0
2474,4,69, Blank,40350182.0,0,0,34,1,952,0
2475,4,69, Deeds,2537839.0,0,0,175,10,5763,4
2476,4,69, Diagram,310191738.0,0,0,513,0,13824,4
2477,4,69, Other,1467936.0,0,0,189,5,6316,164
2478,4,69, Properties,3244280.0,0,0,225,0,5131,64
2479,4,69, Study,5540145.0,0,0,55,0,1806,6
2480,4,69, TextEditor,47955509.0,475,0,326,22,12143,663
2481,4,70, Aulaweb,18319.0,26,10,13,0,1348,0
2482,4,70, Blank,0.0,0,0,29,0,1054,0
2483,4,70, Deeds,19681456.0,11,0,838,2,40738,4
2484,4,70, Diagram,27202036.0,187,0,1446,22,44077,0
2485,4,70, Other,29451.0,1,0,81,0,3690,0
2486,4,70, Properties,2955700.0,471,0,590,0,19461,0
2487,4,70, Study,4970968.0,67,2,131,0,9437,0
2488,4,70, TextEditor,46681796.0,248,0,398,0,27206,248
2489,4,71, Aulaweb,3907.0,16,0,32,0,2431,0
2490,4,71, Blank,140734.0,0,0,28,0,1595,0
2491,4,71, Deeds,4517649.0,0,0,350,26,19240,63
2492,4,71, Diagram,2568111.0,3,0,595,26,33104,0
2493,4,71, Other,15378909.0,0,0,60,0,2258,0
2494,4,71, Properties,16462.0,67,0,117,0,6956,0
2495,4,71, Study,7819682.0,47,0,73,0,11539,0
2496,4,71, TextEditor,28636186.0,176,0,295,2,24644,1411
2497,4,72, Aulaweb,103788.0,0,0,58,0,2557,1
2498,4,72, Blank,2033789.0,114,0,75,0,3591,0
2499,4,72, Deeds,34835753.0,18,0,318,0,12457,20
2500,4,72, Diagram,39159881.0,34,0,994,12,44007,215
2501,4,72, Other,752237.0,147,0,72,8,6576,27
2502,4,72, Properties,429991.0,0,0,129,0,5324,2124
2503,4,72, Study,15098014.0,865,0,71,0,4821,0
2504,4,72, TextEditor,24150270.0,491,0,197,0,15022,1387
2505,4,73, Blank,11958939.0,503,0,125,2,5318,17
2506,4,73, Deeds,7843603.0,0,0,154,0,5924,27
2507,4,73, Diagram,56704726.0,1,0,645,8,34169,164
2508,4,73, Other,403149.0,0,0,75,0,3221,7
2509,4,73, Properties,2222117.0,0,0,158,0,4992,1275
2510,4,73, TextEditor,46936066.0,1299,0,113,0,7055,1374
2511,4,74, Aulaweb,58507.0,0,0,23,0,2366,2
2512,4,74, Blank,6131104.0,12,0,306,0,17700,0
2513,4,74, Deeds,3520569.0,3,0,1204,148,49290,4
2514,4,74, Diagram,5063416.0,46,0,2032,8,60932,2
2515,4,74, Other,251920.0,0,0,99,2,5975,34
2516,4,74, Properties,1921493.0,957,0,668,48,31070,36
2517,4,74, Study,6193726.0,464,4,358,8,29629,0
2518,4,74, TextEditor,11795554.0,256,10,572,32,40170,2497
2519,4,75, Aulaweb,220706.0,8,0,48,0,2936,50
2520,4,75, Blank,2784.0,0,0,36,0,1978,0
2521,4,75, Deeds,4452334.0,0,0,147,6,13148,49
2522,4,75, Diagram,9062245.0,0,0,598,2,35271,0
2523,4,75, Other,415169.0,1,0,213,4,12819,12
2524,4,75, Properties,403071.0,19,0,242,0,8216,0
2525,4,75, Study,2936633.0,53,0,81,0,8400,0
2526,4,75, TextEditor,19793819.0,260,0,212,4,16278,1052
2527,4,76, Aulaweb,4217873.0,0,0,55,0,2396,0
2528,4,76, Blank,20556.0,11,0,175,1,8371,14
2529,4,76, Deeds,11949849.0,15,0,728,2,38081,14
2530,4,76, Diagram,25557797.0,21,0,2179,28,91558,10
2531,4,76, Other,3576512.0,264,0,519,6,28087,758
2532,4,76, Properties,177525.0,74,0,913,0,19678,12
2533,4,76, Study,2442047.0,65,0,143,0,16037,0
2534,4,76, TextEditor,28015167.0,579,0,452,1,35840,3323
2535,4,77, Blank,387029.0,155,0,23,38,2566,1
2536,4,77, Deeds,212297040.0,2,0,716,6,15058,4
2537,4,77, Diagram,51048895.0,22,0,502,2,20722,54
2538,4,77, Other,17689079.0,0,0,124,0,4718,16
2539,4,77, Properties,1226653.0,0,0,190,4,5813,784
2540,4,77, TextEditor,75396732.0,826,0,287,4,11274,638
2541,4,78, Aulaweb,2805.0,0,0,32,0,1908,0
2542,4,78, Blank,1297.0,0,0,52,0,2626,0
2543,4,78, Deeds,1467436.0,0,0,286,84,18256,137
2544,4,78, Diagram,9249317.0,0,0,1284,4,80635,14
2545,4,78, Other,144063.0,0,0,128,6,4821,179
2546,4,78, Properties,4331567.0,0,0,330,2,11801,14
2547,4,78, Study,15833025.0,0,0,97,0,13248,0
2548,4,78, TextEditor,162413198.0,0,0,187,0,19735,1578
2549,4,79, Aulaweb,34967.0,0,0,41,0,1148,0
2550,4,79, Blank,2515.0,0,0,21,2,620,0
2551,4,79, Deeds,1790440.0,0,0,249,24,9584,24
2552,4,79, Diagram,65802023.0,21,0,490,48,17843,0
2553,4,79, Other,81772.0,0,0,129,0,4057,54
2554,4,79, Properties,457070.0,108,0,163,0,3934,0
2555,4,79, Study,3178290.0,198,0,97,0,5475,0
2556,4,79, TextEditor,148370977.0,171,0,188,0,10094,1582
2557,4,80, Aulaweb,10604.0,0,0,30,0,1336,0
2558,4,80, Blank,1098.0,0,0,75,0,1121,0
2559,4,80, Deeds,4076355.0,0,0,166,0,4156,1
2560,4,80, Diagram,13807947.0,0,0,799,10,26088,41
2561,4,80, Other,3497408.0,1,0,409,2,8070,152
2562,4,80, Properties,197282.0,0,0,361,2,5930,0
2563,4,80, Study,15176605.0,0,0,70,2,4588,2
2564,4,80, TextEditor,5028421.0,749,0,222,0,10193,1624
2565,4,81, Aulaweb,58311.0,1,0,34,0,15260,0
2566,4,81, Blank,3361.0,0,0,37,0,10451,0
2567,4,81, Deeds,12968500.0,0,0,1292,8,147142,73
2568,4,81, Diagram,8334788.0,22,0,477,8,137675,39
2569,4,81, Other,84083.0,0,0,86,0,15691,137
2570,4,81, Properties,157629.0,34,0,408,0,40260,0
2571,4,81, Study,20745659.0,56,0,108,0,33251,0
2572,4,81, TextEditor,47463576.0,321,0,294,0,61484,2683
2573,4,82, Aulaweb,666.0,60,0,16,0,3115,0
2574,4,82, Blank,2770.0,0,0,58,38,3358,0
2575,4,82, Deeds,3034268.0,21,0,736,12,50988,0
2576,4,82, Diagram,7274421.0,10,0,720,4,59174,2
2577,4,82, Other,552709.0,9,0,321,12,26227,0
2578,4,82, Properties,147257.0,204,0,225,0,11046,0
2579,4,82, Study,475226.0,60,0,42,0,4796,0
2580,4,82, TextEditor,16892644.0,824,0,550,26,50737,1108
2581,4,83, Aulaweb,11869.0,0,0,28,0,674,0
2582,4,83, Blank,70567.0,0,0,40,26,1399,0
2583,4,83, Deeds,394329.0,0,0,233,18,6649,0
2584,4,83, Diagram,83815618.0,5,0,756,10,28244,3
2585,4,83, Other,61739.0,11,0,187,30,3758,9
